frame_no,delay,timebase,pts,ts
514,16.448497772216797,1/90000,1542000,1664880142843.6448
515,13.391256332397461,1/90000,1545000,1664880142907.8347
516,13.909339904785156,1/90000,1548000,1664880142966.6423
517,14.046669006347656,1/90000,1551000,1664880143023.4019
518,13.004064559936523,1/90000,1554000,1664880143085.8965
519,8.350372314453125,1/90000,1557000,1664880143145.8606
520,13.659954071044922,1/90000,1560000,1664880143194.3342
521,16.61968231201172,1/90000,1563000,1664880143248.4026
522,16.68262481689453,1/90000,1566000,1664880143304.4397
523,16.589641571044922,1/90000,1569000,1664880143370.61
524,16.851186752319336,1/90000,1572000,1664880143430.1196
525,16.325950622558594,1/90000,1575000,1664880143494.231
526,14.677286148071289,1/90000,1578000,1664880143554.4065
527,14.488935470581055,1/90000,1581000,1664880143612.205
528,14.824628829956055,1/90000,1584000,1664880143669.1829
529,14.273881912231445,1/90000,1587000,1664880143727.9836
530,14.235734939575195,1/90000,1590000,1664880143786.3809
531,14.388084411621094,1/90000,1593000,1664880143831.4248
532,14.205694198608398,1/90000,1596000,1664880143888.685
533,14.55831527709961,1/90000,1599000,1664880143943.7043
534,12.824535369873047,1/90000,1602000,1664880143996.1794
535,14.327049255371094,1/90000,1605000,1664880144057.7778
536,14.035463333129883,1/90000,1608000,1664880144117.6096
537,14.17088508605957,1/90000,1611000,1664880144170.9883
538,14.193534851074219,1/90000,1614000,1664880144228.4812
539,14.556884765625,1/90000,1617000,1664880144284.4536
540,12.603282928466797,1/90000,1620000,1664880144335.1528
541,14.174938201904297,1/90000,1623000,1664880144391.0505
542,14.121294021606445,1/90000,1626000,1664880144442.2913
543,14.313936233520508,1/90000,1629000,1664880144497.3306
544,13.986825942993164,1/90000,1632000,1664880144559.7947
545,18.949031829833984,1/90000,1635000,1664880144608.2188
546,13.900518417358398,1/90000,1638000,1664880144668.8525
547,14.090776443481445,1/90000,1641000,1664880144719.5354
548,13.991355895996094,1/90000,1644000,1664880144781.4602
549,14.033317565917969,1/90000,1647000,1664880144844.484
550,14.174938201904297,1/90000,1650000,1664880144897.078
551,18.83077621459961,1/90000,1653000,1664880144952.0999
552,16.15452766418457,1/90000,1656000,1664880145013.917
553,14.437675476074219,1/90000,1659000,1664880145073.5498
554,13.359546661376953,1/90000,1662000,1664880145133.3096
555,12.225151062011719,1/90000,1665000,1664880145187.2314
556,16.434431076049805,1/90000,1668000,1664880145241.6235
557,11.745452880859375,1/90000,1671000,1664880145306.0374
558,14.12343978881836,1/90000,1674000,1664880145356.071
559,13.601541519165039,1/90000,1677000,1664880145414.9854
560,14.160871505737305,1/90000,1680000,1664880145469.566
561,16.447067260742188,1/90000,1683000,1664880145526.2588
562,13.553619384765625,1/90000,1686000,1664880145583.995
563,11.972665786743164,1/90000,1689000,1664880145639.4329
564,17.934560775756836,1/90000,1692000,1664880145696.4404
565,14.152765274047852,1/90000,1695000,1664880145769.5005
566,14.279603958129883,1/90000,1698000,1664880145834.5955
567,13.967037200927734,1/90000,1701000,1664880145889.368
568,14.303207397460938,1/90000,1704000,1664880145946.8765
569,14.22739028930664,1/90000,1707000,1664880146003.6853
570,14.556646347045898,1/90000,1710000,1664880146063.824
571,10.247945785522461,1/90000,1713000,1664880146122.8494
572,10.08915901184082,1/90000,1716000,1664880146172.1875
573,19.263744354248047,1/90000,1719000,1664880146225.394
574,14.151811599731445,1/90000,1722000,1664880146284.1501
575,14.259099960327148,1/90000,1725000,1664880146341.69
576,13.823270797729492,1/90000,1728000,1664880146398.561
577,19.954442977905273,1/90000,1731000,1664880146458.1697
578,20.805835723876953,1/90000,1734000,1664880146521.4739
579,13.79847526550293,1/90000,1737000,1664880146584.3567
580,14.123916625976562,1/90000,1740000,1664880146633.6409
581,14.642715454101562,1/90000,1743000,1664880146695.671
582,17.22550392150879,1/90000,1746000,1664880146752.5442
583,14.563322067260742,1/90000,1749000,1664880146808.372
584,13.973474502563477,1/90000,1752000,1664880146864.5579
585,19.20151710510254,1/90000,1755000,1664880146914.3596
586,15.224933624267578,1/90000,1758000,1664880146974.1824
587,14.171838760375977,1/90000,1761000,1664880147032.6497
588,14.419078826904297,1/90000,1764000,1664880147089.054
589,18.865108489990234,1/90000,1767000,1664880147150.9707
590,18.45383644104004,1/90000,1770000,1664880147206.9146
591,14.406442642211914,1/90000,1773000,1664880147267.4146
592,14.144659042358398,1/90000,1776000,1664880147322.2065
593,14.066219329833984,1/90000,1779000,1664880147373.4893
594,18.103837966918945,1/90000,1782000,1664880147427.663
595,14.003276824951172,1/90000,1785000,1664880147483.5974
596,14.072418212890625,1/90000,1788000,1664880147538.2495
597,19.197702407836914,1/90000,1791000,1664880147595.7139
598,13.936519622802734,1/90000,1794000,1664880147651.006
599,14.081954956054688,1/90000,1797000,1664880147705.6082
600,14.056682586669922,1/90000,1800000,1664880147758.6008
601,14.160394668579102,1/90000,1803000,1664880147813.6743
602,13.851642608642578,1/90000,1806000,1664880147866.6138
603,14.385223388671875,1/90000,1809000,1664880147925.389
604,14.297962188720703,1/90000,1812000,1664880147986.2764
605,11.803388595581055,1/90000,1815000,1664880148036.1973
606,14.588356018066406,1/90000,1818000,1664880148089.3306
607,13.899087905883789,1/90000,1821000,1664880148132.8127
608,14.197826385498047,1/90000,1824000,1664880148181.8684
609,14.496803283691406,1/90000,1827000,1664880148237.1643
610,14.317989349365234,1/90000,1830000,1664880148292.6973
611,13.988733291625977,1/90000,1833000,1664880148346.6765
612,19.119977951049805,1/90000,1836000,1664880148393.7043
613,14.265060424804688,1/90000,1839000,1664880148443.664
614,14.07170295715332,1/90000,1842000,1664880148494.362
615,13.900518417358398,1/90000,1845000,1664880148543.595
616,14.026880264282227,1/90000,1848000,1664880148593.1167
617,19.090652465820312,1/90000,1851000,1664880148643.4968
618,13.740301132202148,1/90000,1854000,1664880148697.4148
619,14.058828353881836,1/90000,1857000,1664880148745.8413
620,13.161659240722656,1/90000,1860000,1664880148801.3362
621,10.907411575317383,1/90000,1863000,1664880148850.6318
622,11.316299438476562,1/90000,1866000,1664880148898.2559
623,8.209228515625,1/90000,1869000,1664880148938.6716
624,8.63957405090332,1/90000,1872000,1664880148980.8997
625,7.997274398803711,1/90000,1875000,1664880149012.7126
626,9.865045547485352,1/90000,1878000,1664880149054.727
627,10.720252990722656,1/90000,1881000,1664880149091.0312
628,12.957572937011719,1/90000,1884000,1664880149133.8955
629,18.21303367614746,1/90000,1887000,1664880149176.844
630,12.96544075012207,1/90000,1890000,1664880149229.0854
631,12.980222702026367,1/90000,1893000,1664880149276.7654
632,12.523412704467773,1/90000,1896000,1664880149328.2192
633,10.727405548095703,1/90000,1899000,1664880149386.0325
634,12.988090515136719,1/90000,1902000,1664880149446.0173
635,13.168573379516602,1/90000,1905000,1664880149493.0247
636,14.072418212890625,1/90000,1908000,1664880149543.0164
637,13.867378234863281,1/90000,1911000,1664880149592.8826
638,14.182567596435547,1/90000,1914000,1664880149647.889
639,14.036178588867188,1/90000,1917000,1664880149698.4277
640,13.272762298583984,1/90000,1920000,1664880149749.578
641,9.462356567382812,1/90000,1923000,1664880149808.467
642,9.127616882324219,1/90000,1926000,1664880149857.7876
643,9.272336959838867,1/90000,1929000,1664880149899.5718
644,11.934041976928711,1/90000,1932000,1664880149945.459
645,13.427972793579102,1/90000,1935000,1664880149995.2876
646,12.722253799438477,1/90000,1938000,1664880150036.9875
647,13.57269287109375,1/90000,1941000,1664880150085.662
648,13.6260986328125,1/90000,1944000,1664880150124.9993
649,13.735771179199219,1/90000,1947000,1664880150169.1733
650,13.712882995605469,1/90000,1950000,1664880150209.6738
651,14.124155044555664,1/90000,1953000,1664880150256.8584
652,13.375282287597656,1/90000,1956000,1664880150304.7554
653,10.076284408569336,1/90000,1959000,1664880150356.9722
654,9.592771530151367,1/90000,1962000,1664880150404.5854
655,9.761571884155273,1/90000,1965000,1664880150446.2336
656,9.284496307373047,1/90000,1968000,1664880150487.5115
657,10.910272598266602,1/90000,1971000,1664880150527.9602
658,12.327909469604492,1/90000,1974000,1664880150572.7505
659,15.062093734741211,1/90000,1977000,1664880150616.4507
660,13.968229293823242,1/90000,1980000,1664880150665.0981
661,14.154195785522461,1/90000,1983000,1664880150715.2585
662,13.065338134765625,1/90000,1986000,1664880150771.794
663,12.390851974487305,1/90000,1989000,1664880150828.9534
664,12.773752212524414,1/90000,1992000,1664880150883.0198
665,11.155843734741211,1/90000,1995000,1664880150934.0579
666,13.461828231811523,1/90000,1998000,1664880150982.903
667,13.23390007019043,1/90000,2001000,1664880151019.8784
668,14.3585205078125,1/90000,2004000,1664880151066.698
669,13.823986053466797,1/90000,2007000,1664880151117.2363
670,14.038801193237305,1/90000,2010000,1664880151164.5164
671,14.640331268310547,1/90000,2013000,1664880151220.4526
672,13.08441162109375,1/90000,2016000,1664880151278.352
673,13.900995254516602,1/90000,2019000,1664880151335.6006
674,13.716936111450195,1/90000,2022000,1664880151393.1814
675,8.36634635925293,1/90000,2025000,1664880151443.8862
676,6.3190460205078125,1/90000,2028000,1664880151486.472
677,7.336139678955078,1/90000,2031000,1664880151526.0164
678,13.637304306030273,1/90000,2034000,1664880151567.388
679,13.193368911743164,1/90000,2037000,1664880151608.2866
680,8.549213409423828,1/90000,2040000,1664880151656.0132
681,7.848262786865234,1/90000,2043000,1664880151699.0876
682,8.57234001159668,1/90000,2046000,1664880151740.646
683,7.506132125854492,1/90000,2049000,1664880151786.8025
684,8.462905883789062,1/90000,2052000,1664880151833.643
685,10.160684585571289,1/90000,2055000,1664880151873.0632
686,9.816169738769531,1/90000,2058000,1664880151912.3398
687,8.218765258789062,1/90000,2061000,1664880151952.695
688,10.586977005004883,1/90000,2064000,1664880151992.568
689,8.951902389526367,1/90000,2067000,1664880152034.567
690,9.516239166259766,1/90000,2070000,1664880152073.1794
691,9.872674942016602,1/90000,2073000,1664880152112.892
692,13.824939727783203,1/90000,2076000,1664880152154.331
693,9.525537490844727,1/90000,2079000,1664880152196.6582
694,9.362936019897461,1/90000,2082000,1664880152244.7031
695,11.767864227294922,1/90000,2085000,1664880152286.5935
696,10.898113250732422,1/90000,2088000,1664880152330.33
697,12.402534484863281,1/90000,2091000,1664880152380.2397
698,13.636350631713867,1/90000,2094000,1664880152429.3875
699,13.857364654541016,1/90000,2097000,1664880152475.278
700,13.808012008666992,1/90000,2100000,1664880152521.08
701,14.098882675170898,1/90000,2103000,1664880152557.9248
702,14.064550399780273,1/90000,2106000,1664880152604.7996
703,13.932466506958008,1/90000,2109000,1664880152643.0442
704,11.643171310424805,1/90000,2112000,1664880152691.6404
705,13.311147689819336,1/90000,2115000,1664880152748.0356
706,7.833242416381836,1/90000,2118000,1664880152799.2842
707,6.553411483764648,1/90000,2121000,1664880152839.9573
708,11.470794677734375,1/90000,2124000,1664880152884.4333
709,11.658191680908203,1/90000,2127000,1664880152920.766
710,13.518571853637695,1/90000,2130000,1664880152965.9148
711,13.811826705932617,1/90000,2133000,1664880153012.0957
712,16.607999801635742,1/90000,2136000,1664880153063.0918
713,14.492273330688477,1/90000,2139000,1664880153113.034
714,14.7857666015625,1/90000,2142000,1664880153168.7898
715,15.10310173034668,1/90000,2145000,1664880153220.3896
716,16.281604766845703,1/90000,2148000,1664880153275.4102
717,13.731718063354492,1/90000,2151000,1664880153324.5796
718,13.76652717590332,1/90000,2154000,1664880153380.179
719,12.554407119750977,1/90000,2157000,1664880153429.3162
720,13.234138488769531,1/90000,2160000,1664880153476.0464
721,14.492988586425781,1/90000,2163000,1664880153525.4749
722,13.934612274169922,1/90000,2166000,1664880153574.9487
723,18.283843994140625,1/90000,2169000,1664880153628.0347
724,13.832330703735352,1/90000,2172000,1664880153684.7473
725,13.122320175170898,1/90000,2175000,1664880153740.855
726,13.862848281860352,1/90000,2178000,1664880153791.665
727,18.58353614807129,1/90000,2181000,1664880153833.5635
728,14.021873474121094,1/90000,2184000,1664880153889.6775
729,13.895988464355469,1/90000,2187000,1664880153938.8384
730,13.956308364868164,1/90000,2190000,1664880153991.16
731,14.01209831237793,1/90000,2193000,1664880154048.5583
732,14.167308807373047,1/90000,2196000,1664880154106.9878
733,13.962507247924805,1/90000,2199000,1664880154155.7598
734,13.83066177368164,1/90000,2202000,1664880154206.2314
735,13.469219207763672,1/90000,2205000,1664880154256.9983
736,17.914533615112305,1/90000,2208000,1664880154311.7966
737,12.881994247436523,1/90000,2211000,1664880154375.2131
738,11.178255081176758,1/90000,2214000,1664880154433.024
739,13.358354568481445,1/90000,2217000,1664880154477.5369
740,12.685775756835938,1/90000,2220000,1664880154526.2578
741,13.468265533447266,1/90000,2223000,1664880154573.3872
742,13.933897018432617,1/90000,2226000,1664880154627.2893
743,13.939619064331055,1/90000,2229000,1664880154683.4785
744,13.702154159545898,1/90000,2232000,1664880154734.0002
745,13.9007568359375,1/90000,2235000,1664880154786.886
746,12.103080749511719,1/90000,2238000,1664880154853.01
747,13.800859451293945,1/90000,2241000,1664880154906.459
748,16.906261444091797,1/90000,2244000,1664880154965.3933
749,13.944149017333984,1/90000,2247000,1664880155027.8262
750,13.810873031616211,1/90000,2250000,1664880155079.5906
751,13.415813446044922,1/90000,2253000,1664880155122.262
752,13.899803161621094,1/90000,2256000,1664880155175.4648
753,14.073610305786133,1/90000,2259000,1664880155223.7312
754,14.485836029052734,1/90000,2262000,1664880155277.1182
755,12.71510124206543,1/90000,2265000,1664880155339.678
756,12.563943862915039,1/90000,2268000,1664880155396.9055
757,13.704299926757812,1/90000,2271000,1664880155450.987
758,15.87986946105957,1/90000,2274000,1664880155502.9446
759,13.765335083007812,1/90000,2277000,1664880155552.052
760,13.808727264404297,1/90000,2280000,1664880155602.8127
761,18.86725425720215,1/90000,2283000,1664880155652.384
762,13.902902603149414,1/90000,2286000,1664880155704.3403
763,17.892837524414062,1/90000,2289000,1664880155749.9495
764,10.970115661621094,1/90000,2292000,1664880155807.5056
765,10.050773620605469,1/90000,2295000,1664880155852.4985
766,8.768081665039062,1/90000,2298000,1664880155900.6772
767,15.65408706665039,1/90000,2301000,1664880155948.6035
768,12.550592422485352,1/90000,2304000,1664880156002.7632
769,12.430191040039062,1/90000,2307000,1664880156056.7744
770,9.82213020324707,1/90000,2310000,1664880156105.0864
771,9.862184524536133,1/90000,2313000,1664880156147.0444
772,10.184288024902344,1/90000,2316000,1664880156189.9912
773,7.374286651611328,1/90000,2319000,1664880156245.7598
774,7.02977180480957,1/90000,2322000,1664880156293.7778
775,7.207155227661133,1/90000,2325000,1664880156333.804
776,7.030010223388672,1/90000,2328000,1664880156370.3984
777,8.99195671081543,1/90000,2331000,1664880156410.2646
778,6.736040115356445,1/90000,2334000,1664880156455.174
779,8.927583694458008,1/90000,2337000,1664880156493.9792
780,7.080316543579102,1/90000,2340000,1664880156538.5544
781,9.932756423950195,1/90000,2343000,1664880156582.0059
782,6.918668746948242,1/90000,2346000,1664880156649.311
783,7.30443000793457,1/90000,2349000,1664880156693.268
784,7.422924041748047,1/90000,2352000,1664880156735.1301
785,9.193658828735352,1/90000,2355000,1664880156798.0679
786,10.256290435791016,1/90000,2358000,1664880156841.4912
787,6.959676742553711,1/90000,2361000,1664880156879.245
788,13.833999633789062,1/90000,2364000,1664880156920.1611
789,8.384943008422852,1/90000,2367000,1664880156966.5337
790,13.169050216674805,1/90000,2370000,1664880157009.7068
791,9.326934814453125,1/90000,2373000,1664880157056.0432
792,13.921737670898438,1/90000,2376000,1664880157099.6934
793,14.079570770263672,1/90000,2379000,1664880157144.979
794,14.724254608154297,1/90000,2382000,1664880157194.4253
795,13.940572738647461,1/90000,2385000,1664880157242.4507
796,14.843225479125977,1/90000,2388000,1664880157292.7715
797,10.086774826049805,1/90000,2391000,1664880157333.5986
798,13.395309448242188,1/90000,2394000,1664880157380.3198
799,13.806581497192383,1/90000,2397000,1664880157430.0266
800,14.627695083618164,1/90000,2400000,1664880157484.0894
801,13.774633407592773,1/90000,2403000,1664880157532.8125
802,13.518333435058594,1/90000,2406000,1664880157582.202
803,13.467788696289062,1/90000,2409000,1664880157631.6453
804,14.982938766479492,1/90000,2412000,1664880157680.2397
805,14.76907730102539,1/90000,2415000,1664880157724.6133
806,14.01519775390625,1/90000,2418000,1664880157773.1045
807,14.068126678466797,1/90000,2421000,1664880157815.4714
808,15.517950057983398,1/90000,2424000,1664880157863.5999
809,14.315605163574219,1/90000,2427000,1664880157914.0012
810,13.988256454467773,1/90000,2430000,1664880157959.0745
811,14.055490493774414,1/90000,2433000,1664880158011.7493
812,13.730287551879883,1/90000,2436000,1664880158053.6572
813,13.669252395629883,1/90000,2439000,1664880158103.5215
814,14.297246932983398,1/90000,2442000,1664880158144.958
815,10.70713996887207,1/90000,2445000,1664880158194.4758
816,12.91513442993164,1/90000,2448000,1664880158237.0688
817,13.792753219604492,1/90000,2451000,1664880158282.188
818,13.81373405456543,1/90000,2454000,1664880158330.2375
819,13.92054557800293,1/90000,2457000,1664880158373.2314
820,15.966653823852539,1/90000,2460000,1664880158424.1206
821,13.911247253417969,1/90000,2463000,1664880158475.3657
822,13.937234878540039,1/90000,2466000,1664880158523.91
823,13.956785202026367,1/90000,2469000,1664880158566.4724
824,13.921022415161133,1/90000,2472000,1664880158617.5789
825,13.821840286254883,1/90000,2475000,1664880158666.9985
826,15.413999557495117,1/90000,2478000,1664880158717.9456
827,13.666152954101562,1/90000,2481000,1664880158769.7341
828,13.91291618347168,1/90000,2484000,1664880158820.402
829,14.070510864257812,1/90000,2487000,1664880158861.2097
830,7.201194763183594,1/90000,2490000,1664880158906.6414
831,12.605905532836914,1/90000,2493000,1664880158941.5269
832,16.240596771240234,1/90000,2496000,1664880158988.9797
833,11.981964111328125,1/90000,2499000,1664880159031.6133
834,12.346744537353516,1/90000,2502000,1664880159078.488
835,13.647079467773438,1/90000,2505000,1664880159116.4844
836,13.797521591186523,1/90000,2508000,1664880159163.7183
837,13.660669326782227,1/90000,2511000,1664880159204.7048
838,16.403913497924805,1/90000,2514000,1664880159252.606
839,12.228012084960938,1/90000,2517000,1664880159296.5366
840,14.098882675170898,1/90000,2520000,1664880159345.8738
841,13.692855834960938,1/90000,2523000,1664880159388.3425
842,13.896465301513672,1/90000,2526000,1664880159439.8286
843,13.925790786743164,1/90000,2529000,1664880159480.7375
844,7.104396820068359,1/90000,2532000,1664880159530.1199
845,11.87586784362793,1/90000,2535000,1664880159568.4548
846,13.082742691040039,1/90000,2538000,1664880159619.7424
847,13.936042785644531,1/90000,2541000,1664880159671.6387
848,13.879060745239258,1/90000,2544000,1664880159721.456
849,13.649463653564453,1/90000,2547000,1664880159771.5251
850,14.811038970947266,1/90000,2550000,1664880159825.617
851,13.549327850341797,1/90000,2553000,1664880159878.6938
852,13.881683349609375,1/90000,2556000,1664880159935.3455
853,13.873815536499023,1/90000,2559000,1664880159978.2075
854,13.749361038208008,1/90000,2562000,1664880160030.4653
855,13.723373413085938,1/90000,2565000,1664880160081.822
856,17.06099510192871,1/90000,2568000,1664880160136.7666
857,13.194561004638672,1/90000,2571000,1664880160188.2783
858,15.116214752197266,1/90000,2574000,1664880160239.8328
859,15.336275100708008,1/90000,2577000,1664880160286.9475
860,15.154838562011719,1/90000,2580000,1664880160346.0195
861,10.454416275024414,1/90000,2583000,1664880160397.7666
862,10.162115097045898,1/90000,2586000,1664880160445.956
863,7.419347763061523,1/90000,2589000,1664880160495.2468
864,7.220983505249023,1/90000,2592000,1664880160541.4082
865,6.908655166625977,1/90000,2595000,1664880160591.1729
866,10.712146759033203,1/90000,2598000,1664880160634.7114
867,10.593652725219727,1/90000,2601000,1664880160682.0813
868,7.226228713989258,1/90000,2604000,1664880160730.2307
869,10.137319564819336,1/90000,2607000,1664880160777.1604
870,7.175207138061523,1/90000,2610000,1664880160823.4775
871,13.724088668823242,1/90000,2613000,1664880160873.9883
872,14.032125473022461,1/90000,2616000,1664880160928.0698
873,13.915538787841797,1/90000,2619000,1664880160986.3428
874,16.72959327697754,1/90000,2622000,1664880161040.1064
875,13.936042785644531,1/90000,2625000,1664880161099.355
876,13.91458511352539,1/90000,2628000,1664880161159.5757
877,7.383108139038086,1/90000,2631000,1664880161215.3923
878,11.894702911376953,1/90000,2634000,1664880161261.5798
879,14.10055160522461,1/90000,2637000,1664880161313.8142
880,16.33310317993164,1/90000,2640000,1664880161366.202
881,13.551950454711914,1/90000,2643000,1664880161420.7507
882,13.991832733154297,1/90000,2646000,1664880161473.1843
883,14.19687271118164,1/90000,2649000,1664880161525.536
884,13.88859748840332,1/90000,2652000,1664880161569.9353
885,14.094829559326172,1/90000,2655000,1664880161621.143
886,16.387939453125,1/90000,2658000,1664880161665.2332
887,13.823986053466797,1/90000,2661000,1664880161721.1636
888,13.719558715820312,1/90000,2664000,1664880161767.907
889,14.117717742919922,1/90000,2667000,1664880161820.8018
890,17.392635345458984,1/90000,2670000,1664880161866.0845
891,14.184236526489258,1/90000,2673000,1664880161920.394
892,16.213178634643555,1/90000,2676000,1664880161968.4368
893,12.711048126220703,1/90000,2679000,1664880162025.3909
894,13.437747955322266,1/90000,2682000,1664880162068.4995
895,13.977289199829102,1/90000,2685000,1664880162125.7961
896,13.631105422973633,1/90000,2688000,1664880162168.3079
897,13.788461685180664,1/90000,2691000,1664880162219.6687
898,15.477418899536133,1/90000,2694000,1664880162262.635
899,12.751340866088867,1/90000,2697000,1664880162317.2544
900,13.883113861083984,1/90000,2700000,1664880162368.8655
901,14.190435409545898,1/90000,2703000,1664880162423.3137
902,14.105081558227539,1/90000,2706000,1664880162473.56
903,13.952255249023438,1/90000,2709000,1664880162530.2761
904,15.222549438476562,1/90000,2712000,1664880162581.4844
905,13.8092041015625,1/90000,2715000,1664880162635.1304
906,13.921499252319336,1/90000,2718000,1664880162688.6206
907,14.022111892700195,1/90000,2721000,1664880162743.0957
908,14.0838623046875,1/90000,2724000,1664880162797.8447
909,13.979673385620117,1/90000,2727000,1664880162850.2532
910,15.676259994506836,1/90000,2730000,1664880162906.0125
911,15.17629623413086,1/90000,2733000,1664880162962.202
912,9.909391403198242,1/90000,2736000,1664880163050.7402
913,10.23244857788086,1/90000,2739000,1664880163098.3171
914,9.470462799072266,1/90000,2742000,1664880163145.3904
915,10.88571548461914,1/90000,2745000,1664880163190.8474
916,13.065099716186523,1/90000,2748000,1664880163240.2996
917,13.788938522338867,1/90000,2751000,1664880163290.3032
918,15.38395881652832,1/90000,2754000,1664880163342.289
919,13.218879699707031,1/90000,2757000,1664880163394.2822
920,13.070344924926758,1/90000,2760000,1664880163442.3206
921,13.91744613647461,1/90000,2763000,1664880163492.9673
922,13.954401016235352,1/90000,2766000,1664880163541.6602
923,13.98777961730957,1/90000,2769000,1664880163592.0742
924,14.001131057739258,1/90000,2772000,1664880163642.425
925,14.087677001953125,1/90000,2775000,1664880163692.2168
926,13.228178024291992,1/90000,2778000,1664880163742.403
927,13.739347457885742,1/90000,2781000,1664880163790.9927
928,14.01066780090332,1/90000,2784000,1664880163840.0554
929,14.199256896972656,1/90000,2787000,1664880163890.1453
930,16.826391220092773,1/90000,2790000,1664880163941.9106
931,13.784170150756836,1/90000,2793000,1664880163994.4575
932,13.934135437011719,1/90000,2796000,1664880164047.5256
933,13.911724090576172,1/90000,2799000,1664880164103.5513
934,13.928890228271484,1/90000,2802000,1664880164156.5847
935,14.11294937133789,1/90000,2805000,1664880164207.1616
936,13.974666595458984,1/90000,2808000,1664880164258.2393
937,13.933658599853516,1/90000,2811000,1664880164312.6367
938,14.963388442993164,1/90000,2814000,1664880164367.6838
939,12.880325317382812,1/90000,2817000,1664880164415.84
940,13.665199279785156,1/90000,2820000,1664880164463.409
941,13.855457305908203,1/90000,2823000,1664880164511.0105
942,16.53599739074707,1/90000,2826000,1664880164561.5505
943,13.17596435546875,1/90000,2829000,1664880164616.6033
944,14.057159423828125,1/90000,2832000,1664880164681.5464
945,13.912677764892578,1/90000,2835000,1664880164738.9065
946,13.962268829345703,1/90000,2838000,1664880164805.2415
947,14.219522476196289,1/90000,2841000,1664880164861.9773
948,14.060735702514648,1/90000,2844000,1664880164924.6116
949,13.998985290527344,1/90000,2847000,1664880164986.7937
950,13.971328735351562,1/90000,2850000,1664880165052.239
951,14.006853103637695,1/90000,2853000,1664880165118.3135
952,14.85753059387207,1/90000,2856000,1664880165171.948
953,13.914346694946289,1/90000,2859000,1664880165231.4763
954,13.896465301513672,1/90000,2862000,1664880165286.4246
955,19.292354583740234,1/90000,2865000,1664880165344.8782
956,13.955116271972656,1/90000,2868000,1664880165405.1233
957,14.178037643432617,1/90000,2871000,1664880165467.7456
958,14.248132705688477,1/90000,2874000,1664880165522.2717
959,14.228582382202148,1/90000,2877000,1664880165581.8271
960,14.130592346191406,1/90000,2880000,1664880165641.3083
961,18.436193466186523,1/90000,2883000,1664880165699.5044
962,15.838146209716797,1/90000,2886000,1664880165758.143
963,12.804031372070312,1/90000,2889000,1664880165816.679
964,13.817071914672852,1/90000,2892000,1664880165872.6013
965,14.007329940795898,1/90000,2895000,1664880165933.865
966,13.896465301513672,1/90000,2898000,1664880165991.333
967,13.997554779052734,1/90000,2901000,1664880166049.5464
968,14.019966125488281,1/90000,2904000,1664880166109.3071
969,13.596296310424805,1/90000,2907000,1664880166168.7068
970,13.930082321166992,1/90000,2910000,1664880166228.654
971,12.472152709960938,1/90000,2913000,1664880166286.7607
972,13.952255249023438,1/90000,2916000,1664880166342.266
973,13.994693756103516,1/90000,2919000,1664880166404.4514
974,13.906240463256836,1/90000,2922000,1664880166461.4795
975,13.871431350708008,1/90000,2925000,1664880166519.1938
976,13.83209228515625,1/90000,2928000,1664880166575.4097
977,14.005184173583984,1/90000,2931000,1664880166635.4185
978,14.010190963745117,1/90000,2934000,1664880166691.706
979,14.30964469909668,1/90000,2937000,1664880166750.084
980,9.57179069519043,1/90000,2940000,1664880166809.3787
981,14.004945755004883,1/90000,2943000,1664880166863.7092
982,13.90838623046875,1/90000,2946000,1664880166919.9836
983,13.902425765991211,1/90000,2949000,1664880166981.0688
984,13.829946517944336,1/90000,2952000,1664880167042.395
985,13.805866241455078,1/90000,2955000,1664880167108.9563
986,13.970136642456055,1/90000,2958000,1664880167167.1807
987,14.935970306396484,1/90000,2961000,1664880167230.379
988,14.16635513305664,1/90000,2964000,1664880167294.4565
989,11.71565055847168,1/90000,2967000,1664880167353.8992
990,12.443065643310547,1/90000,2970000,1664880167407.4849
991,17.009973526000977,1/90000,2973000,1664880167458.8132
992,12.887716293334961,1/90000,2976000,1664880167516.996
993,12.208223342895508,1/90000,2979000,1664880167574.6575
994,11.51895523071289,1/90000,2982000,1664880167622.2822
995,16.445636749267578,1/90000,2985000,1664880167678.1057
996,11.03663444519043,1/90000,2988000,1664880167726.8464
997,11.293172836303711,1/90000,2991000,1664880167780.2585
998,10.733604431152344,1/90000,2994000,1664880167820.1526
999,10.316848754882812,1/90000,2997000,1664880167861.9146
1000,11.094808578491211,1/90000,3000000,1664880167912.1072
1001,10.16855239868164,1/90000,3003000,1664880167955.5059
1002,9.304046630859375,1/90000,3006000,1664880167995.5396
1003,13.782024383544922,1/90000,3009000,1664880168046.7239
1004,9.723424911499023,1/90000,3012000,1664880168092.1533
1005,10.6201171875,1/90000,3015000,1664880168146.4998
1006,9.733200073242188,1/90000,3018000,1664880168189.4746
1007,9.445905685424805,1/90000,3021000,1664880168232.4631
